,DK1-offshore,DK1-offshore,DK1-offshore,DK1-offshore,DK1-offshore,DK1-offshore,DK1-offshore,DK1-offshore,DK1-offshore,DK1-offshore,DK1-offshore,DK1-offshore,DK1-offshore,DK1-offshore,DK1-offshore,DK1-onshore,DK1-onshore,DK1-onshore,DK1-onshore,DK1-onshore,DK1-onshore,DK1-onshore,DK1-onshore,DK1-onshore,DK1-onshore,DK1-onshore,DK1-onshore,DK1-onshore,DK1-onshore,DK1-onshore,DK2-offshore,DK2-offshore,DK2-offshore,DK2-offshore,DK2-offshore,DK2-offshore,DK2-offshore,DK2-offshore,DK2-offshore,DK2-offshore,DK2-offshore,DK2-offshore,DK2-offshore,DK2-offshore,DK2-onshore,DK2-onshore,DK2-onshore,DK2-onshore,DK2-onshore,DK2-onshore,DK2-onshore,DK2-onshore,DK2-onshore,DK2-onshore,DK2-onshore,DK2-onshore,DK2-onshore,DK2-onshore,DK2-onshore,DK2-onshore
,Corrected Ensemble 1,Corrected Ensemble 2,Corrected Ensemble 3,Corrected Ensemble 4,Corrected Ensemble 5,Corrected Ensemble 6,Corrected Ensemble 7,Corrected Ensemble 8,Corrected Ensemble 9,Corrected Ensemble 10,Corrected Ensemble 11,Corrected Ensemble 12,Corrected Ensemble 13,Corrected Ensemble 14,Corrected Ensemble 15,Corrected Ensemble 1,Corrected Ensemble 2,Corrected Ensemble 3,Corrected Ensemble 4,Corrected Ensemble 5,Corrected Ensemble 6,Corrected Ensemble 7,Corrected Ensemble 8,Corrected Ensemble 9,Corrected Ensemble 10,Corrected Ensemble 11,Corrected Ensemble 12,Corrected Ensemble 13,Corrected Ensemble 14,Corrected Ensemble 15,Corrected Ensemble 1,Corrected Ensemble 2,Corrected Ensemble 3,Corrected Ensemble 4,Corrected Ensemble 5,Corrected Ensemble 6,Corrected Ensemble 7,Corrected Ensemble 8,Corrected Ensemble 9,Corrected Ensemble 10,Corrected Ensemble 11,Corrected Ensemble 12,Corrected Ensemble 13,Corrected Ensemble 14,Corrected Ensemble 1,Corrected Ensemble 2,Corrected Ensemble 3,Corrected Ensemble 4,Corrected Ensemble 5,Corrected Ensemble 6,Corrected Ensemble 7,Corrected Ensemble 8,Corrected Ensemble 9,Corrected Ensemble 10,Corrected Ensemble 11,Corrected Ensemble 12,Corrected Ensemble 13,Corrected Ensemble 14,Corrected Ensemble 15,Corrected Ensemble 16
2024-07-03 10:00:00,298.684,523.013,502.6899,569.3578,574.1802,604.2177,605.4917,627.7677,652.5339,659.67303,714.879,753.09375,793.0906,862.26306,921.1827,833.68744,989.73004,1197.0725,1292.3773,1346.885,1387.9445,1401.396,1454.3477,1545.7405,1553.8557,1508.6031,1665.4154,1736.1676,1878.368,2617.5354,6.4932103,536.19226,579.8185,723.5326,732.71826,757.9785,763.9631,805.8214,825.9514,862.7166,918.4021,931.38245,1000.45264,1108.8813,150.16682,269.03293,277.1043,282.9103,298.99445,315.2373,360.10455,363.7089,373.1348,376.33313,395.3726,439.85342,465.56384,478.2763,513.70184,526.82355
2024-07-03 11:00:00,240.34839,461.49857,445.87543,510.19867,518.6101,546.41504,548.39813,567.3119,591.57605,594.2717,657.6345,697.4953,733.2317,810.46014,881.7357,741.1193,898.67694,1101.9661,1187.9379,1216.2834,1244.2402,1265.274,1316.1884,1399.0786,1422.9938,1354.0468,1516.4535,1592.3192,1755.0371,2490.6519,55.956337,482.89017,510.47742,649.69183,657.86145,691.791,691.0737,729.0449,761.0584,799.7551,866.4835,879.7549,984.0293,1078.741,133.2233,249.90276,255.14732,262.1899,276.4931,294.13208,339.24197,338.94302,349.14536,352.54654,372.5107,413.84286,439.77667,452.5955,487.93442,502.66306
2024-07-03 12:00:00,193.13428,408.41818,398.1256,459.75412,470.7388,496.9253,499.08304,514.7229,537.8164,536.88336,606.31085,646.76685,677.9574,760.3606,841.74426,640.90704,811.4692,1007.57574,1085.1901,1087.4188,1104.9668,1133.1393,1184.6405,1249.635,1292.1537,1202.5111,1369.6182,1445.1641,1621.6465,2345.1753,100.39134,415.5122,432.05698,558.3626,564.5326,604.1234,597.83685,627.82184,666.7789,709.68225,774.9367,798.5277,932.8761,1021.91626,109.45749,220.08362,222.39061,230.85066,242.55202,261.9201,307.31262,302.2574,312.44363,316.6735,337.62057,374.2278,399.73978,412.7732,447.83725,466.00653
2024-07-03 13:00:00,169.94455,381.5703,374.40253,434.06277,446.15256,472.10922,473.8578,487.92776,509.96637,507.35175,578.8898,620.00366,648.26526,732.0494,818.8696,550.60394,738.6343,924.3007,995.6624,979.87756,991.4919,1024.2217,1079.2891,1122.956,1181.4017,1079.8187,1247.8215,1321.2008,1502.9325,2207.4648,120.58438,351.6234,369.2829,476.79688,485.54648,522.7568,519.6207,543.17163,576.62134,622.43176,677.4736,714.3232,858.9235,955.0251,88.626495,191.23059,191.89204,200.54227,209.73439,230.94391,276.2743,267.26086,276.873,282.4241,303.95593,335.35168,359.96643,372.95172,407.87317,430.34042
2024-07-03 14:00:00,162.66333,373.63635,368.0897,426.15253,438.42868,464.96487,466.44272,480.07227,500.9853,498.72263,570.0226,612.00494,639.23676,722.7767,811.53424,485.94284,686.61774,863.3081,930.5762,905.0364,915.0567,950.24396,1006.37463,1034.1293,1102.5531,996.1919,1162.7258,1235.5583,1417.4569,2104.3542,124.54036,299.2801,324.18967,414.69357,426.87585,459.74188,464.16946,485.26944,511.1726,558.51184,606.0643,648.0336,792.43726,898.50507,73.68554,168.9029,169.29385,177.36359,184.85289,207.03127,252.41252,241.06482,249.88803,256.7867,278.21188,305.66864,329.35855,342.36646,376.6022,403.31647
2024-07-03 15:00:00,155.24197,365.1188,360.90683,417.5251,430.39856,456.79535,458.48135,471.60175,491.75992,489.6566,560.6775,603.25745,629.3464,712.9006,803.3659,433.51865,648.9806,818.91,882.51355,849.70654,860.7475,895.2243,952.4225,966.8252,1041.8423,936.2273,1100.0945,1168.407,1348.7439,2021.8081,123.36505,267.97546,299.04843,380.0686,392.81818,424.34125,434.31757,455.4202,479.61014,528.8258,574.418,613.37164,756.69464,868.6062,66.469,156.49625,157.2778,164.77318,171.04558,193.84772,239.15363,226.07538,234.8619,242.8402,263.5602,288.3133,311.20715,323.87744,358.26004,387.41318
2024-07-03 16:00:00,141.40903,346.37964,343.8402,399.92563,413.69824,439.39838,440.6918,453.27643,472.78503,469.7012,542.0555,583.9305,608.3781,692.44916,785.82117,362.3968,597.0945,757.3582,816.5369,778.0454,789.10785,821.84906,880.3391,881.7897,961.04816,856.45123,1016.03204,1078.0299,1254.7484,1905.7772,120.23646,249.48492,284.3807,359.7619,371.97675,402.6467,415.65735,436.15192,458.98428,509.43408,552.8841,590.9827,731.7191,847.3863,62.319622,148.20836,149.42702,156.54254,161.7371,185.13907,230.33948,215.74281,224.93251,233.54308,253.42609,275.87198,298.395,310.23746,345.3185,376.1061
2024-07-03 17:00:00,129.88974,330.50504,329.2688,384.80276,399.19522,424.50345,425.32523,437.20316,456.7829,452.24362,525.40485,566.5648,590.01196,673.7818,769.4579,262.05923,523.2029,667.71594,722.6309,681.9876,692.81775,721.84717,781.49457,768.6143,850.1586,749.25073,901.69037,955.8138,1122.7819,1739.1956,111.62877,226.75497,263.67368,332.6976,343.6272,373.15103,388.27695,406.291,426.87497,477.23007,514.37756,556.5026,690.7277,810.51556,57.578796,139.2572,141.2174,147.46242,151.62987,175.60597,220.82416,205.32988,214.34566,223.54254,242.66698,262.34244,284.9747,295.77448,331.6995,364.5866
2024-07-03 18:00:00,122.41039,320.0496,319.8687,374.14462,389.1068,414.4016,414.966,427.02335,445.7803,441.21927,513.49646,554.8478,577.37805,660.2982,757.53516,158.57367,450.93024,578.6993,630.08545,592.6674,602.85236,627.28046,687.7717,663.7622,744.84515,649.2119,793.5069,838.04285,992.23364,1572.1018,96.1117,195.99586,233.60434,294.45383,303.76685,331.02365,347.5841,362.61414,379.21152,427.8396,455.85568,504.17487,627.2724,751.26215,52.457333,128.10355,131.35876,136.95137,139.69266,164.40666,209.3378,193.74077,202.23608,211.80362,229.60213,246.46356,269.26633,278.38028,315.569,350.89435
